79
174.6
129
79
79
95.6
79
163.95-20.95
79
79
79
79
79
158
39.9
95.60-15.00
79
79.00-0.00
79
191.2
79
79.00-0.00
79
79
191.2
79
79
158
191.20-95.60
95.3
79.00-15.00
274.6
382.40-0.00
50.00-0.00
316.00-0.00
158.00-79.00
191.2
79
79
79
79
237.00-158.00
79
95.6
79
79
79
79
79
129
95.6
95.6
95.60-15.00
79.00-0.00
79
79.00-0.00
79
84.35-0.00
270.20-0.00
158
79
95.6
79
79
79
79
79
507.2
79
158.00-0.00
79
79
50
145.6
95.6
158
219
389.10-118.91
79
79.00-0.00
79
79
79
50.00-0.00
349.2
129.00-0.00
95.60-0.00
158.00-0.00
95.6
79
95.6
79
113.6
274.6
79
79.00-0.00
174.6
174.60-95.60
79
523.80-0.00
219.00-0.00
79
79
444.8
79.00-0.00
79.00-14.99
79
84.35
320.20-0.00
185.50-135.50
79
84.35
79
174.60-0.00
79.00-0.00
79
145.6
95.6
79
79
158
79
79
95.60-0.00
79
145.6
79
79
158.00-79.00
158
50
50
79.00-0.00
95.6
79
79
286.8
129
79
79.00-0.00
79.00-0.00
79.00-0.00
291.2
191.2
84.35
79
118.9
84.35
349.2
79.00-0.00
185.5
95.6
95.6
79
79
129
174.6
79.00-0.00
79
79.00-0.00
84.35
79.00-0.00
79
95.6
79
95.6
158
191.20-95.60
158
79
79
79.00-0.00
79
79
174.6
95.6
79
79.00-0.00
79
79.00-0.00
174.60-0.00
79
79
158.00-0.00
79
79
79.00-0.00
79
79.00-0.00
79
79
79
646.00-0.00
270.20-95.60
79
489.10-331.10
158
79
79
79
79
174.6
191.20-0.00
79
79.00-0.00
79
50.00-0.00
79
219
158.00-79.00
79
79
158.00-0.00
185.31
11.79
158
95.60-0.00
79.00-0.00
79
79
79.00-0.00
79.00-0.00
79
79.00-0.00
79
79.00-0.00
79
79
174.6
79.00-0.00
79
129
95.60-0.00
507.20-95.62
79
98.57
253.60-95.61
79
79
98.57
79.00-0.00
79
79
129
79
95.6
129.00-50.00
79
79
258.00-0.00
79
95.6
79
95.6
129
174.6
245.6
79.00-0.00
158
79
871.82
308
79
938.28
23.58
219
129
129
447.00-0.00
209
417.00-317.00
129
129
129
219
159.00-0.00
129.00-0.00
259
129
179
159.00-0.00
129
50
84.28
129
129
129.00-0.00
50
129.00-0.00
50
100
118.48
129
626.00-0.00
129
129
129
50
61.79
259
258.00-0.00
129
129
129
129
129
129
129
129
129
537.99
129.00-0.00
145.79
129
179
11.79
129
129
129
145.3
129
258.00-0.00
129.00-0.00
129
50
11.79
129
258.01
258
129
129
179
258.01
37.95-0.00
258.01
258.01-7.00
288.00-0.00
516.00-128.99
129
39.9
129
129.00-0.00
39.9
258
129
129
37.95
129
159
159
179
368
52.9
129
129
129
129
258
129
129
179
129
50
129
129
129
293.8
129
129
258
129
129
129
209
159
129
159
129
349.79-200.79
131.9
158.00-0.00
174.6
98.57
158
79
95.6
174.6
269
174.6
79.00-0.00
50
79
158
79
79
145.6
79
50
79
50
79
79
79
79.00-0.00
79
219.00-0.00
349.20-0.00
79
50
79.00-0.00
79.00-0.00
95.6
79
79
79.00-0.00
23.58
79.00-0.00
79
79
79
174.60-0.00
95.6
179
50
129
129
258.00-0.00
14.76
179
129.00-0.00
129
159
39.90-0.00
259
438
11.79
39.90-0.00
129
387.00-0.00
129
159
129.00-0.00
318
129
387.00-0.00
129
134.22
129
179
11.79
129.00-0.00
677
129
159
129
Total












































































































































































































